player_id,name,age,position,nationality,club,market_value,goals,assists,minutes_played,contract_years_left
2739,Player_2738,29,LB,Netherlands,Club_138,€735K,0,0,564,5
2740,Player_2739,24,RB,Belgium,Club_139,€1M,2,0,3258,4
2741,Player_2740,19,CDM,England,Club_140,€532K,0,0,2597,0
2742,Player_2741,19,CM,Spain,Club_141,€1M,3,3,2500,2
2743,Player_2742,23,CAM,Germany,Club_142,€1M,0,0,470,2
2744,Player_2743,17,LM,France,Club_143,€2M,2,1,987,3
2745,Player_2744,24,RM,Brazil,Club_144,€1M,2,2,2785,3
2746,Player_2745,29,LW,Argentina,Club_145,€1M,1,3,3636,4
2747,Player_2746,24,RW,Italy,Club_146,€1M,0,1,1934,2
2748,Player_2747,31,ST,Portugal,Club_147,€1M,0,0,223,4
2749,Player_2748,32,GK,Netherlands,Club_148,€520K,1,0,2201,2
2750,Player_2749,31,CB,Belgium,Club_149,€1M,2,0,2607,0
2751,Player_2750,27,LB,England,Club_150,€911K,0,0,350,3
2752,Player_2751,18,RB,Spain,Club_151,€685K,3,0,3218,5
2753,Player_2752,26,CDM,Germany,Club_152,€921K,1,1,1928,5
2754,Player_2753,29,CM,France,Club_153,€1M,2,3,3647,4
2755,Player_2754,33,CAM,Brazil,Club_154,€1M,0,0,348,1
2756,Player_2755,20,LM,Argentina,Club_155,€1M,0,0,181,5
2757,Player_2756,31,RM,Italy,Club_156,€970K,1,0,636,2
2758,Player_2757,35,LW,Portugal,Club_157,€1M,1,0,1017,0
2759,Player_2758,20,RW,Netherlands,Club_158,€1M,0,1,2226,1
2760,Player_2759,18,ST,Belgium,Club_159,€2M,3,0,3110,0
2761,Player_2760,27,GK,England,Club_160,€702K,0,0,771,0
2762,Player_2761,16,CB,Spain,Club_161,€1M,1,0,2941,2
2763,Player_2762,24,LB,Germany,Club_162,€559K,1,1,3074,0
2764,Player_2763,24,RB,France,Club_163,€626K,1,1,1015,4
2765,Player_2764,19,CDM,Brazil,Club_164,€558K,0,0,2111,1
2766,Player_2765,18,CM,Argentina,Club_165,€1M,0,0,28,0
2767,Player_2766,32,CAM,Italy,Club_166,€1M,1,0,2419,5
2768,Player_2767,17,LM,Portugal,Club_167,€1M,1,2,3594,5
2769,Player_2768,16,RM,Netherlands,Club_168,€1M,3,1,2144,0
2770,Player_2769,23,LW,Belgium,Club_169,€722K,0,0,1893,3
2771,Player_2770,28,RW,England,Club_170,€1M,0,0,1465,3
2772,Player_2771,30,ST,Spain,Club_171,€2M,2,1,1226,4
2773,Player_2772,23,GK,Germany,Club_172,€1M,3,2,3482,5
2774,Player_2773,27,CB,France,Club_173,€1M,2,2,3040,3
2775,Player_2774,27,LB,Brazil,Club_174,€670K,0,0,2068,0
2776,Player_2775,29,RB,Argentina,Club_175,€1M,2,1,3622,5
2777,Player_2776,30,CDM,Italy,Club_176,€504K,0,4,2782,0
2778,Player_2777,30,CM,Portugal,Club_177,€1M,3,0,1125,1
2779,Player_2778,24,CAM,Netherlands,Club_178,€1M,1,1,3117,5
2780,Player_2779,34,LM,Belgium,Club_179,€1M,0,0,65,3
2781,Player_2780,35,RM,England,Club_180,€1M,3,0,2650,2
2782,Player_2781,23,LW,Spain,Club_181,€824K,1,1,3235,3
2783,Player_2782,34,RW,Germany,Club_182,€838K,1,0,1134,0
2784,Player_2783,21,ST,France,Club_183,€1M,0,0,337,1
2785,Player_2784,35,GK,Brazil,Club_184,€298K,1,1,2170,3
2786,Player_2785,34,CB,Argentina,Club_185,€780K,0,1,1728,1
2787,Player_2786,19,LB,Italy,Club_186,€486K,1,0,446,3
2788,Player_2787,22,RB,Portugal,Club_187,€625K,0,0,2658,4
2789,Player_2788,19,CDM,Netherlands,Club_188,€508K,0,0,3362,0
2790,Player_2789,27,CM,Belgium,Club_189,€1M,1,1,2718,0
2791,Player_2790,28,CAM,England,Club_190,€1M,1,0,3483,2
2792,Player_2791,18,LM,Spain,Club_191,€986K,0,1,2662,0
2793,Player_2792,27,RM,Germany,Club_192,€1M,2,0,2944,2
2794,Player_2793,17,LW,France,Club_193,€1M,0,0,280,0
2795,Player_2794,17,RW,Brazil,Club_194,€855K,0,1,3114,3
2796,Player_2795,24,ST,Argentina,Club_195,€2M,0,2,3557,3
2797,Player_2796,16,GK,Italy,Club_196,€494K,1,0,595,4
2798,Player_2797,23,CB,Portugal,Club_197,€891K,3,1,1986,3
2799,Player_2798,21,LB,Netherlands,Club_198,€858K,0,2,2750,1
2800,Player_2799,21,RB,Belgium,Club_199,€518K,0,0,1074,3
2801,Player_2800,33,CDM,England,Club_0,€647K,0,0,209,2
2802,Player_2801,32,CM,Spain,Club_1,€383K,0,0,125,5
2803,Player_2802,27,CAM,Germany,Club_2,€842K,1,0,491,4
2804,Player_2803,21,LM,France,Club_3,€1M,3,2,3580,5
2805,Player_2804,23,RM,Brazil,Club_4,€1M,1,1,3007,5
2806,Player_2805,34,LW,Argentina,Club_5,€1M,0,0,969,1
2807,Player_2806,25,RW,Italy,Club_6,€1M,1,0,580,1
2808,Player_2807,16,ST,Portugal,Club_7,€3M,2,5,2824,0
2809,Player_2808,28,GK,Netherlands,Club_8,€1M,1,3,2305,2
2810,Player_2809,32,CB,Belgium,Club_9,€792K,2,0,1211,5
2811,Player_2810,18,LB,England,Club_10,€748K,0,0,229,3
2812,Player_2811,23,RB,Spain,Club_11,€682K,0,0,188,3
2813,Player_2812,29,CDM,Germany,Club_12,€433K,0,1,3486,0
2814,Player_2813,18,CM,France,Club_13,€840K,0,0,2057,3
2815,Player_2814,31,CAM,Brazil,Club_14,€736K,1,2,3185,1
2816,Player_2815,28,LM,Argentina,Club_15,€2M,1,2,3147,3
2817,Player_2816,35,RM,Italy,Club_16,€651K,0,0,2723,5
2818,Player_2817,32,LW,Portugal,Club_17,€1M,0,0,501,3
2819,Player_2818,28,RW,Netherlands,Club_18,€1M,0,0,2132,1
2820,Player_2819,21,ST,Belgium,Club_19,€2M,0,0,48,2
2821,Player_2820,32,GK,England,Club_20,€323K,2,0,3566,5
2822,Player_2821,29,CB,Spain,Club_21,€934K,0,0,2885,2
2823,Player_2822,32,LB,Germany,Club_22,€303K,0,2,3055,1
2824,Player_2823,23,RB,France,Club_23,€862K,0,0,688,1
2825,Player_2824,26,CDM,Brazil,Club_24,€1M,1,0,386,5
2826,Player_2825,35,CM,Argentina,Club_25,€935K,0,1,969,4
2827,Player_2826,16,CAM,Italy,Club_26,€857K,0,4,3460,4
2828,Player_2827,22,LM,Portugal,Club_27,€959K,1,0,1005,3
2829,Player_2828,32,RM,Netherlands,Club_28,€1M,2,0,2265,5
2830,Player_2829,25,LW,Belgium,Club_29,€881K,0,0,1724,5
2831,Player_2830,26,RW,England,Club_30,€937K,0,0,2004,3
2832,Player_2831,24,ST,Spain,Club_31,€3M,3,1,3052,4
2833,Player_2832,24,GK,Germany,Club_32,€763K,4,2,3417,3
2834,Player_2833,20,CB,France,Club_33,€1M,4,1,3301,2
2835,Player_2834,32,LB,Brazil,Club_34,€597K,0,2,2302,2
2836,Player_2835,24,RB,Argentina,Club_35,€788K,1,2,2283,0
2837,Player_2836,32,CDM,Italy,Club_36,€531K,2,2,3097,4
2838,Player_2837,34,CM,Portugal,Club_37,€915K,0,1,1607,2
2839,Player_2838,22,CAM,Netherlands,Club_38,€1M,2,1,3332,0
2840,Player_2839,24,LM,Belgium,Club_39,€2M,1,2,1789,1
2841,Player_2840,22,RM,England,Club_40,€663K,0,0,270,5
2842,Player_2841,28,LW,Spain,Club_41,€1M,0,0,122,2
2843,Player_2842,26,RW,Germany,Club_42,€1M,3,1,2703,0
2844,Player_2843,29,ST,France,Club_43,€1M,0,2,1280,3
2845,Player_2844,34,GK,Brazil,Club_44,€386K,3,0,3727,5
2846,Player_2845,26,CB,Argentina,Club_45,€579K,2,0,1444,0
2847,Player_2846,28,LB,Italy,Club_46,€857K,0,0,258,2
2848,Player_2847,29,RB,Portugal,Club_47,€477K,0,0,947,3
2849,Player_2848,28,CDM,Netherlands,Club_48,€964K,0,1,2094,3
2850,Player_2849,16,CM,Belgium,Club_49,€1M,1,0,862,0
2851,Player_2850,23,CAM,England,Club_50,€1M,0,1,524,0
2852,Player_2851,27,LM,Spain,Club_51,€1M,0,0,887,2
2853,Player_2852,34,RM,Germany,Club_52,€662K,0,0,207,3
2854,Player_2853,27,LW,France,Club_53,€2M,2,0,3382,4
2855,Player_2854,23,RW,Brazil,Club_54,€2M,3,2,2794,0
2856,Player_2855,23,ST,Argentina,Club_55,€2M,0,0,148,4
2857,Player_2856,28,GK,Italy,Club_56,€617K,1,0,437,4
2858,Player_2857,27,CB,Portugal,Club_57,€1M,0,0,2202,3
2859,Player_2858,31,LB,Netherlands,Club_58,€691K,1,0,3749,2
2860,Player_2859,16,RB,Belgium,Club_59,€734K,2,2,3161,4
2861,Player_2860,28,CDM,England,Club_60,€892K,0,2,1721,2
2862,Player_2861,22,CM,Spain,Club_61,€939K,0,0,357,0
2863,Player_2862,20,CAM,Germany,Club_62,€992K,4,0,3245,3
2864,Player_2863,23,LM,France,Club_63,€1M,0,1,1240,1
2865,Player_2864,29,RM,Brazil,Club_64,€692K,0,1,1930,3
2866,Player_2865,28,LW,Argentina,Club_65,€1M,0,1,455,1
2867,Player_2866,30,RW,Italy,Club_66,€1M,3,2,2823,5
2868,Player_2867,32,ST,Portugal,Club_67,€1M,0,2,1632,0
2869,Player_2868,30,GK,Netherlands,Club_68,€474K,0,0,628,2
2870,Player_2869,35,CB,Belgium,Club_69,€1M,2,2,3270,0
2871,Player_2870,33,LB,England,Club_70,€642K,3,1,2879,3
2872,Player_2871,33,RB,Spain,Club_71,€318K,0,0,485,1
2873,Player_2872,17,CDM,Germany,Club_72,€1M,3,1,2580,5
2874,Player_2873,19,CM,France,Club_73,€748K,0,0,199,1
2875,Player_2874,16,CAM,Brazil,Club_74,€745K,0,0,370,3
2876,Player_2875,19,LM,Argentina,Club_75,€626K,0,0,1013,3
2877,Player_2876,33,RM,Italy,Club_76,€644K,2,1,1982,0
2878,Player_2877,20,LW,Portugal,Club_77,€1M,0,0,2900,4
2879,Player_2878,34,RW,Netherlands,Club_78,€995K,0,0,1471,1
2880,Player_2879,30,ST,Belgium,Club_79,€1M,0,0,247,3
2881,Player_2880,23,GK,England,Club_80,€642K,0,0,787,0
2882,Player_2881,35,CB,Spain,Club_81,€384K,0,1,2311,4
2883,Player_2882,32,LB,Germany,Club_82,€794K,1,2,3129,2
2884,Player_2883,16,RB,France,Club_83,€979K,2,4,3373,3
2885,Player_2884,27,CDM,Brazil,Club_84,€499K,2,0,2078,4
2886,Player_2885,34,CM,Argentina,Club_85,€1M,1,0,1521,2
2887,Player_2886,30,CAM,Italy,Club_86,€1M,2,1,1272,5
2888,Player_2887,24,LM,Portugal,Club_87,€1M,0,0,604,2
2889,Player_2888,22,RM,Netherlands,Club_88,€931K,0,0,3342,0
2890,Player_2889,17,LW,Belgium,Club_89,€1M,0,0,3677,1
2891,Player_2890,24,RW,England,Club_90,€1M,1,0,1689,3
2892,Player_2891,25,ST,Spain,Club_91,€1M,0,0,1417,4
2893,Player_2892,17,GK,Germany,Club_92,€350K,1,0,1820,5
2894,Player_2893,34,CB,France,Club_93,€953K,1,1,501,5
2895,Player_2894,26,LB,Brazil,Club_94,€771K,3,1,3663,2
2896,Player_2895,28,RB,Argentina,Club_95,€506K,1,0,3155,5
2897,Player_2896,25,CDM,Italy,Club_96,€1M,2,0,3436,1
2898,Player_2897,29,CM,Portugal,Club_97,€2M,2,2,2933,2
2899,Player_2898,33,CAM,Netherlands,Club_98,€771K,0,0,548,3
2900,Player_2899,34,LM,Belgium,Club_99,€818K,1,0,1365,3
2901,Player_2900,24,RM,England,Club_100,€1M,1,1,838,5
2902,Player_2901,22,LW,Spain,Club_101,€850K,0,0,1430,0
2903,Player_2902,18,RW,Germany,Club_102,€1M,2,0,1448,3
2904,Player_2903,35,ST,France,Club_103,€2M,1,2,3164,3
2905,Player_2904,21,GK,Brazil,Club_104,€802K,1,0,847,3
2906,Player_2905,17,CB,Argentina,Club_105,€424K,0,0,613,1
2907,Player_2906,21,LB,Italy,Club_106,€683K,1,2,411,4
2908,Player_2907,18,RB,Portugal,Club_107,€482K,2,0,2479,4
2909,Player_2908,31,CDM,Netherlands,Club_108,€766K,0,0,677,5
2910,Player_2909,23,CM,Belgium,Club_109,€1M,0,0,158,3
2911,Player_2910,17,CAM,England,Club_110,€1M,2,2,2061,4
2912,Player_2911,32,LM,Spain,Club_111,€999K,0,0,372,5
2913,Player_2912,24,RM,Germany,Club_112,€1M,0,2,2272,3
2914,Player_2913,27,LW,France,Club_113,€1M,2,0,3576,4
2915,Player_2914,18,RW,Brazil,Club_114,€1M,1,0,1096,4
2916,Player_2915,26,ST,Argentina,Club_115,€2M,7,1,3320,5
2917,Player_2916,16,GK,Italy,Club_116,€590K,0,3,2558,2
2918,Player_2917,28,CB,Portugal,Club_117,€1M,0,0,602,5
2919,Player_2918,30,LB,Netherlands,Club_118,€893K,0,0,215,1
2920,Player_2919,20,RB,Belgium,Club_119,€484K,0,1,1996,2
2921,Player_2920,32,CDM,England,Club_120,€424K,1,1,3673,2
2922,Player_2921,21,CM,Spain,Club_121,€917K,0,0,1564,4
2923,Player_2922,26,CAM,Germany,Club_122,€2M,3,2,1840,0
2924,Player_2923,33,LM,France,Club_123,€1M,1,0,1962,0
2925,Player_2924,19,RM,Brazil,Club_124,€1M,1,2,3035,1
2926,Player_2925,18,LW,Argentina,Club_125,€1M,1,1,3291,3
2927,Player_2926,28,RW,Italy,Club_126,€1M,1,2,2887,4
2928,Player_2927,24,ST,Portugal,Club_127,€1M,0,0,726,1
2929,Player_2928,21,GK,Netherlands,Club_128,€805K,0,0,1244,2
2930,Player_2929,27,CB,Belgium,Club_129,€513K,0,0,3460,4
2931,Player_2930,17,LB,England,Club_130,€605K,0,0,2601,2
2932,Player_2931,18,RB,Spain,Club_131,€476K,0,0,3718,1
2933,Player_2932,18,CDM,Germany,Club_132,€843K,1,0,1065,0
2934,Player_2933,27,CM,France,Club_133,€1M,0,0,675,1
2935,Player_2934,30,CAM,Brazil,Club_134,€1M,1,0,2920,5
2936,Player_2935,24,LM,Argentina,Club_135,€1M,0,0,282,4
2937,Player_2936,23,RM,Italy,Club_136,€1M,0,0,1081,4
2938,Player_2937,26,LW,Portugal,Club_137,€2M,2,1,2881,3
2939,Player_2938,31,RW,Netherlands,Club_138,€1M,4,3,2584,0
2940,Player_2939,19,ST,Belgium,Club_139,€3M,2,1,3144,4
2941,Player_2940,16,GK,England,Club_140,€341K,0,0,1908,0
2942,Player_2941,22,CB,Spain,Club_141,€1M,1,0,2970,4
2943,Player_2942,17,LB,Germany,Club_142,€421K,0,0,1152,0
2944,Player_2943,20,RB,France,Club_143,€460K,2,2,3670,5
2945,Player_2944,22,CDM,Brazil,Club_144,€691K,3,0,2889,1
2946,Player_2945,19,CM,Argentina,Club_145,€1M,1,1,3497,0
2947,Player_2946,20,CAM,Italy,Club_146,€1M,1,0,947,2
2948,Player_2947,16,LM,Portugal,Club_147,€793K,1,1,664,5
2949,Player_2948,16,RM,Netherlands,Club_148,€767K,0,2,1717,1
2950,Player_2949,30,LW,Belgium,Club_149,€1M,0,0,1148,4
2951,Player_2950,35,RW,England,Club_150,€538K,0,0,66,4
2952,Player_2951,34,ST,Spain,Club_151,€1M,2,0,2053,3
2953,Player_2952,25,GK,Germany,Club_152,€551K,2,1,636,5
2954,Player_2953,33,CB,France,Club_153,€645K,0,0,313,2
2955,Player_2954,18,LB,Brazil,Club_154,€575K,2,2,3397,5
2956,Player_2955,26,RB,Argentina,Club_155,€641K,0,0,564,3
2957,Player_2956,30,CDM,Italy,Club_156,€802K,0,0,1601,5
2958,Player_2957,26,CM,Portugal,Club_157,€854K,2,0,825,1
2959,Player_2958,32,CAM,Netherlands,Club_158,€1M,1,0,2553,3
2960,Player_2959,32,LM,Belgium,Club_159,€845K,1,0,1105,1
2961,Player_2960,21,RM,England,Club_160,€1M,2,1,3670,3
2962,Player_2961,20,LW,Spain,Club_161,€1M,0,1,1025,0
2963,Player_2962,23,RW,Germany,Club_162,€1M,0,0,2251,1
2964,Player_2963,17,ST,France,Club_163,€2M,2,0,661,1
2965,Player_2964,31,GK,Brazil,Club_164,€239K,0,0,804,0
2966,Player_2965,35,CB,Argentina,Club_165,€461K,0,0,2451,0
2967,Player_2966,27,LB,Italy,Club_166,€591K,1,2,3174,2
2968,Player_2967,21,RB,Portugal,Club_167,€721K,0,1,535,0
2969,Player_2968,16,CDM,Netherlands,Club_168,€804K,1,1,1391,3
2970,Player_2969,19,CM,Belgium,Club_169,€936K,1,0,1235,0
2971,Player_2970,32,CAM,England,Club_170,€1M,1,1,2624,0
2972,Player_2971,28,LM,Spain,Club_171,€950K,1,2,3280,1
2973,Player_2972,33,RM,Germany,Club_172,€1M,1,0,2810,1
2974,Player_2973,20,LW,France,Club_173,€905K,0,0,1920,5
2975,Player_2974,18,RW,Brazil,Club_174,€2M,2,0,2164,0
2976,Player_2975,26,ST,Argentina,Club_175,€1M,0,0,627,2
2977,Player_2976,28,GK,Italy,Club_176,€855K,0,1,748,1
2978,Player_2977,19,CB,Portugal,Club_177,€701K,3,0,3549,3
2979,Player_2978,29,LB,Netherlands,Club_178,€557K,0,0,104,5
2980,Player_2979,26,RB,Belgium,Club_179,€870K,2,2,2542,3
2981,Player_2980,25,CDM,England,Club_180,€1M,0,0,45,0
2982,Player_2981,34,CM,Spain,Club_181,€1M,1,1,2870,0
2983,Player_2982,33,CAM,Germany,Club_182,€638K,0,1,1354,2
2984,Player_2983,21,LM,France,Club_183,€1M,1,0,1239,0
2985,Player_2984,30,RM,Brazil,Club_184,€1M,0,1,981,5
2986,Player_2985,25,LW,Argentina,Club_185,€1M,0,2,959,4
2987,Player_2986,20,RW,Italy,Club_186,€1M,2,1,1515,4
2988,Player_2987,20,ST,Portugal,Club_187,€2M,0,0,1836,0
2989,Player_2988,25,GK,Netherlands,Club_188,€668K,2,0,2892,5
2990,Player_2989,20,CB,Belgium,Club_189,€627K,1,0,2496,4
2991,Player_2990,18,LB,England,Club_190,€585K,2,1,2583,3
2992,Player_2991,21,RB,Spain,Club_191,€859K,4,1,2558,5
2993,Player_2992,19,CDM,Germany,Club_192,€770K,0,1,1481,5
2994,Player_2993,33,CM,France,Club_193,€1M,4,1,3618,0
2995,Player_2994,24,CAM,Brazil,Club_194,€1M,0,0,1559,3
2996,Player_2995,32,LM,Argentina,Club_195,€950K,3,2,2587,3
2997,Player_2996,28,RM,Italy,Club_196,€1M,0,1,1507,4
2998,Player_2997,30,LW,Portugal,Club_197,€843K,0,1,2063,2
2999,Player_2998,35,RW,Netherlands,Club_198,€2M,1,3,3642,3
3000,Player_2999,32,ST,Belgium,Club_199,€1M,3,0,2000,4
3001,Player_3000,28,GK,England,Club_0,€678K,0,1,2290,2
3002,Player_3001,31,CB,Spain,Club_1,€624K,2,0,1973,5
3003,Player_3002,19,LB,Germany,Club_2,€821K,3,1,3278,4
3004,Player_3003,20,RB,France,Club_3,€562K,1,0,911,4
3005,Player_3004,20,CDM,Brazil,Club_4,€940K,0,1,1294,0
3006,Player_3005,24,CM,Argentina,Club_5,€2M,4,0,2808,5
3007,Player_3006,32,CAM,Italy,Club_6,€1M,5,2,1802,5
3008,Player_3007,28,LM,Portugal,Club_7,€1M,2,2,2752,1
3009,Player_3008,17,RM,Netherlands,Club_8,€1M,1,0,1753,2
3010,Player_3009,28,LW,Belgium,Club_9,€985K,0,0,114,4
3011,Player_3010,34,RW,England,Club_10,€1M,1,2,1603,3
3012,Player_3011,18,ST,Spain,Club_11,€1M,0,1,1322,3
3013,Player_3012,25,GK,Germany,Club_12,€815K,2,0,1860,1
3014,Player_3013,17,CB,France,Club_13,€1M,3,1,3554,2
3015,Player_3014,28,LB,Brazil,Club_14,€613K,2,2,2444,0
3016,Player_3015,34,RB,Argentina,Club_15,€682K,1,1,2441,2
3017,Player_3016,32,CDM,Italy,Club_16,€661K,1,1,1098,3
3018,Player_3017,29,CM,Portugal,Club_17,€815K,0,1,977,3
3019,Player_3018,27,CAM,Netherlands,Club_18,€1M,0,0,1505,0
3020,Player_3019,27,LM,Belgium,Club_19,€1M,0,1,1126,0
3021,Player_3020,26,RM,England,Club_20,€650K,0,0,296,3
3022,Player_3021,22,LW,Spain,Club_21,€2M,1,1,3049,4
3023,Player_3022,19,RW,Germany,Club_22,€1M,1,0,2225,4
3024,Player_3023,34,ST,France,Club_23,€1M,2,0,3286,0
3025,Player_3024,16,GK,Brazil,Club_24,€860K,1,3,3014,5
3026,Player_3025,18,CB,Argentina,Club_25,€957K,2,3,2362,4
3027,Player_3026,28,LB,Italy,Club_26,€697K,0,0,1062,0
3028,Player_3027,30,RB,Portugal,Club_27,€520K,0,2,258,2
3029,Player_3028,17,CDM,Netherlands,Club_28,€1M,5,1,3787,2
3030,Player_3029,26,CM,Belgium,Club_29,€1M,0,0,2054,2
3031,Player_3030,19,CAM,England,Club_30,€1M,1,1,2096,0
3032,Player_3031,34,LM,Spain,Club_31,€633K,0,0,3609,0
3033,Player_3032,32,RM,Germany,Club_32,€649K,0,0,2208,4
3034,Player_3033,18,LW,France,Club_33,€1M,1,1,1892,4
3035,Player_3034,33,RW,Brazil,Club_34,€669K,0,0,175,4
3036,Player_3035,23,ST,Argentina,Club_35,€2M,1,3,3662,1
3037,Player_3036,34,GK,Italy,Club_36,€846K,4,2,3073,0
3038,Player_3037,20,CB,Portugal,Club_37,€1M,0,0,1000,5
3039,Player_3038,22,LB,Netherlands,Club_38,€589K,0,0,1918,2
3040,Player_3039,23,RB,Belgium,Club_39,€523K,0,0,2502,2
3041,Player_3040,20,CDM,England,Club_40,€1M,1,0,1667,1
3042,Player_3041,32,CM,Spain,Club_41,€983K,0,0,275,1
3043,Player_3042,20,CAM,Germany,Club_42,€1M,0,2,2545,2
3044,Player_3043,19,LM,France,Club_43,€902K,4,1,3700,0
3045,Player_3044,34,RM,Brazil,Club_44,€956K,0,0,675,2
3046,Player_3045,17,LW,Argentina,Club_45,€1M,0,1,1823,2
3047,Player_3046,26,RW,Italy,Club_46,€820K,1,0,1051,5
3048,Player_3047,28,ST,Portugal,Club_47,€2M,0,1,1356,1
3049,Player_3048,30,GK,Netherlands,Club_48,€655K,0,3,3072,1
3050,Player_3049,27,CB,Belgium,Club_49,€1M,4,1,3259,4
3051,Player_3050,26,LB,England,Club_50,€824K,0,0,2103,1
3052,Player_3051,22,RB,Spain,Club_51,€710K,1,0,546,5
3053,Player_3052,20,CDM,Germany,Club_52,€1M,1,1,1135,5
3054,Player_3053,32,CM,France,Club_53,€868K,0,1,3381,2
3055,Player_3054,35,CAM,Brazil,Club_54,€1M,3,1,2083,5
3056,Player_3055,24,LM,Argentina,Club_55,€1M,0,0,2040,4
3057,Player_3056,29,RM,Italy,Club_56,€1M,0,0,438,2
3058,Player_3057,27,LW,Portugal,Club_57,€2M,2,0,1752,0
3059,Player_3058,21,RW,Netherlands,Club_58,€1M,3,0,1615,0
3060,Player_3059,32,ST,Belgium,Club_59,€1M,2,0,1849,1
3061,Player_3060,34,GK,England,Club_60,€916K,4,2,2642,4
3062,Player_3061,34,CB,Spain,Club_61,€635K,0,0,1600,5
3063,Player_3062,31,LB,Germany,Club_62,€910K,1,4,3396,3
3064,Player_3063,27,RB,France,Club_63,€373K,0,0,1663,0
3065,Player_3064,27,CDM,Brazil,Club_64,€613K,0,0,306,5
3066,Player_3065,35,CM,Argentina,Club_65,€643K,2,1,3605,0
3067,Player_3066,21,CAM,Italy,Club_66,€2M,0,3,3799,0
3068,Player_3067,19,LM,Portugal,Club_67,€1M,0,0,618,0
3069,Player_3068,21,RM,Netherlands,Club_68,€1M,1,0,1132,1
3070,Player_3069,26,LW,Belgium,Club_69,€1M,2,0,1395,4
3071,Player_3070,16,RW,England,Club_70,€1M,3,0,2404,0
3072,Player_3071,30,ST,Spain,Club_71,€2M,1,1,2228,5
3073,Player_3072,26,GK,Germany,Club_72,€777K,2,1,1379,5
3074,Player_3073,34,CB,France,Club_73,€869K,1,0,1699,1
3075,Player_3074,33,LB,Brazil,Club_74,€562K,2,2,2115,4
3076,Player_3075,32,RB,Argentina,Club_75,€501K,1,0,2339,4
3077,Player_3076,34,CDM,Italy,Club_76,€320K,0,1,2739,3
3078,Player_3077,29,CM,Portugal,Club_77,€1M,0,0,180,2
3079,Player_3078,33,CAM,Netherlands,Club_78,€1M,2,1,3537,0
3080,Player_3079,34,LM,Belgium,Club_79,€1M,0,0,2481,1
3081,Player_3080,30,RM,England,Club_80,€1M,1,1,1487,4
3082,Player_3081,30,LW,Spain,Club_81,€1M,5,0,3752,3
3083,Player_3082,19,RW,Germany,Club_82,€1M,1,1,913,2
3084,Player_3083,22,ST,France,Club_83,€3M,2,1,1557,4
3085,Player_3084,28,GK,Brazil,Club_84,€429K,4,0,2113,4
3086,Player_3085,18,CB,Argentina,Club_85,€675K,0,1,1044,0
3087,Player_3086,31,LB,Italy,Club_86,€739K,1,0,1635,2
3088,Player_3087,24,RB,Portugal,Club_87,€800K,0,1,2431,2
3089,Player_3088,23,CDM,Netherlands,Club_88,€780K,0,0,1638,1
3090,Player_3089,35,CM,Belgium,Club_89,€536K,0,0,1582,3
3091,Player_3090,28,CAM,England,Club_90,€2M,2,1,2086,5
3092,Player_3091,32,LM,Spain,Club_91,€650K,0,1,1308,1
3093,Player_3092,32,RM,Germany,Club_92,€645K,0,0,821,3
3094,Player_3093,32,LW,France,Club_93,€711K,0,0,601,1
3095,Player_3094,16,RW,Brazil,Club_94,€877K,0,0,1620,3
3096,Player_3095,23,ST,Argentina,Club_95,€3M,2,0,784,5
3097,Player_3096,34,GK,Italy,Club_96,€519K,0,2,3407,0
3098,Player_3097,21,CB,Portugal,Club_97,€1M,0,0,1211,3
3099,Player_3098,18,LB,Netherlands,Club_98,€926K,0,0,670,5
3100,Player_3099,20,RB,Belgium,Club_99,€563K,0,1,1266,1
3101,Player_3100,28,CDM,England,Club_100,€354K,0,0,1096,2
3102,Player_3101,30,CM,Spain,Club_101,€1M,0,2,2526,4
3103,Player_3102,29,CAM,Germany,Club_102,€1M,3,1,1997,5
3104,Player_3103,31,LM,France,Club_103,€1M,2,0,2608,5
3105,Player_3104,33,RM,Brazil,Club_104,€449K,0,0,100,5
3106,Player_3105,26,LW,Argentina,Club_105,€1M,1,1,2561,3
3107,Player_3106,18,RW,Italy,Club_106,€1M,1,1,1779,3
3108,Player_3107,25,ST,Portugal,Club_107,€1M,0,0,175,2
3109,Player_3108,25,GK,Netherlands,Club_108,€390K,0,0,237,0
3110,Player_3109,31,CB,Belgium,Club_109,€701K,2,1,2957,1
3111,Player_3110,27,LB,England,Club_110,€647K,1,0,3130,0
3112,Player_3111,17,RB,Spain,Club_111,€484K,0,0,1122,3
3113,Player_3112,24,CDM,Germany,Club_112,€1M,1,2,2918,3
3114,Player_3113,18,CM,France,Club_113,€1M,0,3,1977,5
3115,Player_3114,30,CAM,Brazil,Club_114,€1M,0,3,2542,5
3116,Player_3115,18,LM,Argentina,Club_115,€2M,2,3,2994,0
3117,Player_3116,34,RM,Italy,Club_116,€1M,1,0,2003,1
3118,Player_3117,33,LW,Portugal,Club_117,€1M,1,1,1537,3
3119,Player_3118,23,RW,Netherlands,Club_118,€1M,0,0,754,3
3120,Player_3119,32,ST,Belgium,Club_119,€3M,2,1,3368,0
3121,Player_3120,23,GK,England,Club_120,€637K,1,0,2258,4
3122,Player_3121,22,CB,Spain,Club_121,€662K,1,0,1146,5
3123,Player_3122,22,LB,Germany,Club_122,€895K,1,1,3300,2
3124,Player_3123,18,RB,France,Club_123,€392K,0,0,3665,3
